Órgão;Elemento;Fonte de Recursos;Subfunção;Programa;Projeto / Atividade;Jan;Fev;Mar;Abr;Valor Empenhado
51 - Secretaria de Estado de Polícia Militar      ;33903000 - Material de Consumo;120 - Ressarcimento de Pessoal;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2878 - Gestão da Frota da Polícia Militar;166.666,00;0;0;0;166.666,00
51 - Secretaria de Estado de Polícia Militar      ;31909600 - Ressarcimento de Despesas de Pessoal Requisit;120 - Ressarcimento de Pessoal;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;420.000,00;183.064,30;0;603.064,30
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;120 - Ressarcimento de Pessoal;122 - Administração Geral;0002 - Gestão Administrativa;8021 - Pagamento de Despesas com Serviços de Utilida;0;0;2.000.000,00;0;2.000.000,00
16 - Secretaria de Estado de Defesa Civil e Corpo ;33903000 - Material de Consumo;122 - Adicional do ICMS - FECP;182 - Defesa Civil;0444 - Prevenção e Resposta ao Risco e Recuperação d;4669 - Prevenção de Riscos e Desastres e Preparação ;620.509,19;145.500,00;-145.500,00;0;620.509,19
16 - Secretaria de Estado de Defesa Civil e Corpo ;33903000 - Material de Consumo;122 - Adicional do ICMS - FECP;182 - Defesa Civil;0444 - Prevenção e Resposta ao Risco e Recuperação d;4523 - Resposta a Emergências e Desastres;0;361.000,00;145.500,00;0;506.500,00
16 - Secretaria de Estado de Defesa Civil e Corpo ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;122 - Adicional do ICMS - FECP;182 - Defesa Civil;0444 - Prevenção e Resposta ao Risco e Recuperação d;4669 - Prevenção de Riscos e Desastres e Preparação ;0;0;1.059.573,74;0;1.059.573,74
57 - Secretaria de Estado de Governo              ;33903600 - Outros Serviços de Terceiros - Pessoa Física;145 - Recursos da Concessão de Serviço Público de A;244 - Assistência Comunitária;0448 - Promoção e Defesa dos Direitos Humanos;5797 - Promoção da Qualidade de Vida, Bem Estar e Di;0;220.480,00;13.115.221,76;0;13.335.701,76
57 - Secretaria de Estado de Governo              ;33904700 - Obrigações Tributárias e Contributivas;145 - Recursos da Concessão de Serviço Público de A;244 - Assistência Comunitária;0448 - Promoção e Defesa dos Direitos Humanos;5797 - Promoção da Qualidade de Vida, Bem Estar e Di;0;662.239,00;3.157.193,99;12,7;3.819.445,69
51 - Secretaria de Estado de Polícia Militar      ;44905200 - Equipamentos e Material Permanente;145 - Recursos da Concessão de Serviço Público de A;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;5519 - Gestão e Operacionalização da Polícia Militar;0;0;29.569.600,00;0;29.569.600,00
51 - Secretaria de Estado de Polícia Militar      ;31901700 - Outras Despesas Variáveis - Pessoal Militar;212 - Transferências Voluntárias;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;6.592.554,29;6.964.745,36;6.696.807,01;2.206.314,14;22.460.420,80
51 - Secretaria de Estado de Polícia Militar      ;33904600 - Auxílio Alimentação;212 - Transferências Voluntárias;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;531.292,50;559.305,00;539.212,50;177.997,50;1.807.807,50
51 - Secretaria de Estado de Polícia Militar      ;33904900 - Auxílio Transporte;212 - Transferências Voluntárias;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;306.969,00;323.154,00;311.545,00;102.843,00;1.044.511,00
51 - Secretaria de Estado de Polícia Militar      ;44905200 - Equipamentos e Material Permanente;212 - Transferências Voluntárias;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;8.917.813,22;0;0;8.917.813,22
16 - Secretaria de Estado de Defesa Civil e Corpo ;31909200 - Despesas de Exercícios Anteriores;212 - Transferências Voluntárias;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;51.900,00;145.116,21;0;197.016,21
16 - Secretaria de Estado de Defesa Civil e Corpo ;31901700 - Outras Despesas Variáveis - Pessoal Militar;212 - Transferências Voluntárias;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;439.900,86;0;439.900,86
51 - Secretaria de Estado de Polícia Militar      ;33903000 - Material de Consumo;212 - Transferências Voluntárias;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2061 - Operação Especial e Especializada da Polícia ;0;0;2.644.824,00;0;2.644.824,00
51 - Secretaria de Estado de Polícia Militar      ;33903000 - Material de Consumo;212 - Transferências Voluntárias;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;0;0;97.614,00;97.614,00
16 - Secretaria de Estado de Defesa Civil e Corpo ;33903000 - Material de Consumo;225 - Sistema Único de Saúde- SUS;182 - Defesa Civil;0444 - Prevenção e Resposta ao Risco e Recuperação d;2676 - Operacionalização de Unidade da Defesa Civil ;0;0;0;217.845,30;217.845,30
14 - Secretaria de Estado da Casa Civil           ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;1.356.264,80;1.852.632,42;2.542.519,60;0;5.751.416,82
25 - Secretaria de Estado de Administração Peniten;33903000 - Material de Consumo;230 - Recursos Próprios;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;4.000,00;35.100,00;58.000,00;20.000,00;117.100,00
25 - Secretaria de Estado de Administração Peniten;33903300 - Passagens e Despesas com Locomoção;230 - Recursos Próprios;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;301.000,00;0;0;0;301.000,00
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;20.466,15;5.200,00;42.000,00;28.800,00;96.466,15
51 - Secretaria de Estado de Polícia Militar      ;33903000 - Material de Consumo;230 - Recursos Próprios;122 - Administração Geral;0002 - Gestão Administrativa;2297 - Fornecimento de Alimentação ao Policial Milit;495.359,62;4.399.519,50;7.941.773,09;2.244.515,19;15.081.167,40
51 - Secretaria de Estado de Polícia Militar      ;33903600 - Outros Serviços de Terceiros - Pessoa Física;230 - Recursos Próprios;122 - Administração Geral;0002 - Gestão Administrativa;2297 - Fornecimento de Alimentação ao Policial Milit;93.368,27;-86.223,37;0;0;7.144,90
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;122 - Administração Geral;0002 - Gestão Administrativa;2297 - Fornecimento de Alimentação ao Policial Milit;269.850,00;0;894.420,00;0;1.164.270,00
51 - Secretaria de Estado de Polícia Militar      ;33903000 - Material de Consumo;230 - Recursos Próprios;122 - Administração Geral;0002 - Gestão Administrativa;8055 - Apoio as Ações Administrativas e de Policiame;17.554,30;-562,81;243.108,10;123.899,73;383.999,32
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;122 - Administração Geral;0002 - Gestão Administrativa;8055 - Apoio as Ações Administrativas e de Policiame;1.098.350,00;2.859.875,38;302.961,90;185.335,33;4.446.522,61
14 - Secretaria de Estado da Casa Civil           ;31901300 - Obrigações Patronais;230 - Recursos Próprios;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;133.659,41;135.525,72;140.400,17;0;409.585,30
14 - Secretaria de Estado da Casa Civil           ;31901600 - Outras Despesas Variáveis - Pessoal Civil;230 - Recursos Próprios;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;1.190.789,58;1.087.736,34;1.149.665,35;0;3.428.191,27
14 - Secretaria de Estado da Casa Civil           ;31909200 - Despesas de Exercícios Anteriores;230 - Recursos Próprios;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;29.116,46;0;0;0;29.116,46
14 - Secretaria de Estado da Casa Civil           ;33903000 - Material de Consumo;230 - Recursos Próprios;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;16.425,00;773.800,00;0;17.502,56;807.727,56
14 - Secretaria de Estado da Casa Civil           ;33903600 - Outros Serviços de Terceiros - Pessoa Física;230 - Recursos Próprios;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;25.200,00;0;0;0;25.200,00
14 - Secretaria de Estado da Casa Civil           ;33901400 - Diárias - Civil;230 - Recursos Próprios;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;4442 - Fiscalização no Trânsito;252.500,00;254.820,00;75.610,50;174.680,00;757.610,50
14 - Secretaria de Estado da Casa Civil           ;33904000 - Serviços de Tecnologia da Informação e Comuni;230 - Recursos Próprios;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;4442 - Fiscalização no Trânsito;149.000,00;149.392,24;0;145.000,00;443.392,24
51 - Secretaria de Estado de Polícia Militar      ;33903000 - Material de Consumo;230 - Recursos Próprios;302 - Assistência Hospitalar e Ambulatorial;0002 - Gestão Administrativa;2978 - Apoio à operacionalização da Saúde do Policia;36.295,22;4.769.358,26;5.385.358,89;4.654.657,82;14.845.670,19
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;302 - Assistência Hospitalar e Ambulatorial;0002 - Gestão Administrativa;2978 - Apoio à operacionalização da Saúde do Policia;946.508,70;9.613.626,83;3.977.133,04;6.028.633,48;20.565.902,05
51 - Secretaria de Estado de Polícia Militar      ;33904000 - Serviços de Tecnologia da Informação e Comuni;230 - Recursos Próprios;302 - Assistência Hospitalar e Ambulatorial;0002 - Gestão Administrativa;2978 - Apoio à operacionalização da Saúde do Policia;8.264,81;0;45.900,80;0;54.165,61
30 - Secretaria de Estado de Trabalho e Renda     ;33903600 - Outros Serviços de Terceiros - Pessoa Física;230 - Recursos Próprios;421 - Custódia e Reintegração Social;0477 - Gestão do Sistema Prisional e Ressocialização;8297 - Incentivo às Oportunidades Laborativas do Ape;1.063.721,00;650.000,00;1.793.527,79;1.405.000,00;4.912.248,79
25 - Secretaria de Estado de Administração Peniten;33901400 - Diárias - Civil;230 - Recursos Próprios;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;1.722,30;16.618,59;2.745,00;21.085,89
25 - Secretaria de Estado de Administração Peniten;33909200 - Despesas de Exercícios Anteriores;230 - Recursos Próprios;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;10.392,82;0;460,39;10.853,21
25 - Secretaria de Estado de Administração Peniten;33913900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;58.204,95;80.000,00;0;138.204,95
25 - Secretaria de Estado de Administração Peniten;44905200 - Equipamentos e Material Permanente;230 - Recursos Próprios;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;44.500,00;0;0;44.500,00
51 - Secretaria de Estado de Polícia Militar      ;33903600 - Outros Serviços de Terceiros - Pessoa Física;230 - Recursos Próprios;122 - Administração Geral;0002 - Gestão Administrativa;8055 - Apoio as Ações Administrativas e de Policiame;0;44.400,00;79.078,47;0;123.478,47
51 - Secretaria de Estado de Polícia Militar      ;44903000 - Material de Consumo;230 - Recursos Próprios;122 - Administração Geral;0002 - Gestão Administrativa;8055 - Apoio as Ações Administrativas e de Policiame;0;34.400,00;0;0;34.400,00
51 - Secretaria de Estado de Polícia Militar      ;44905200 - Equipamentos e Material Permanente;230 - Recursos Próprios;122 - Administração Geral;0002 - Gestão Administrativa;8055 - Apoio as Ações Administrativas e de Policiame;0;1.193.141,00;109.247,34;46.103,16;1.348.491,50
51 - Secretaria de Estado de Polícia Militar      ;44905100 - Obras e Instalações;230 - Recursos Próprios;122 - Administração Geral;0002 - Gestão Administrativa;8111 - Manutenção e Operacionalização do Sistema de ;0;163.609,51;0;0;163.609,51
51 - Secretaria de Estado de Polícia Militar      ;44905200 - Equipamentos e Material Permanente;230 - Recursos Próprios;122 - Administração Geral;0002 - Gestão Administrativa;8111 - Manutenção e Operacionalização do Sistema de ;0;4.133.504,23;0;0;4.133.504,23
14 - Secretaria de Estado da Casa Civil           ;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;230 - Recursos Próprios;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;0;286,67;3.436,66;0;3.723,33
14 - Secretaria de Estado da Casa Civil           ;33901400 - Diárias - Civil;230 - Recursos Próprios;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;0;112.906,20;119.622,40;7.006,90;239.535,50
14 - Secretaria de Estado da Casa Civil           ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;0;157.500,00;1.039.524,56;8.001,70;1.205.026,26
14 - Secretaria de Estado da Casa Civil           ;33904000 - Serviços de Tecnologia da Informação e Comuni;230 - Recursos Próprios;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;0;56.832,00;56.832,00;0;113.664,00
16 - Secretaria de Estado de Defesa Civil e Corpo ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;128 - Formação de Recursos Humanos;0476 - Gestão de Pessoas no Setor Público;4569 - Capacitação e Valorização do Servidor;0;1.120.460,00;0;0;1.120.460,00
51 - Secretaria de Estado de Polícia Militar      ;33903600 - Outros Serviços de Terceiros - Pessoa Física;230 - Recursos Próprios;302 - Assistência Hospitalar e Ambulatorial;0002 - Gestão Administrativa;2978 - Apoio à operacionalização da Saúde do Policia;0;4.385.304,12;0;0;4.385.304,12
51 - Secretaria de Estado de Polícia Militar      ;33904700 - Obrigações Tributárias e Contributivas;230 - Recursos Próprios;302 - Assistência Hospitalar e Ambulatorial;0002 - Gestão Administrativa;2978 - Apoio à operacionalização da Saúde do Policia;0;877.060,82;0;0;877.060,82
51 - Secretaria de Estado de Polícia Militar      ;44905200 - Equipamentos e Material Permanente;230 - Recursos Próprios;302 - Assistência Hospitalar e Ambulatorial;0002 - Gestão Administrativa;2978 - Apoio à operacionalização da Saúde do Policia;0;75.800,00;8.800,00;25.797,31;110.397,31
14 - Secretaria de Estado da Casa Civil           ;33901400 - Diárias - Civil;230 - Recursos Próprios;782 - Transporte Rodoviário;0479 - Segurança no Trânsito;4667 - Educação e Segurança no Trânsito;0;12.333,26;0;0;12.333,26
52 - Secretaria de Estado de Policia Civil        ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;128 - Formação de Recursos Humanos;0476 - Gestão de Pessoas no Setor Público;1031 - Capacitação e Treinamento de Policiais Civis;0;0;416.785,90;1.433.084,00;1.849.869,90
51 - Secretaria de Estado de Polícia Militar      ;33909100 - Sentenças Judiciais;230 - Recursos Próprios;302 - Assistência Hospitalar e Ambulatorial;0002 - Gestão Administrativa;2978 - Apoio à operacionalização da Saúde do Policia;0;0;114.954,86;18.044,86;132.999,72
51 - Secretaria de Estado de Polícia Militar      ;33909200 - Despesas de Exercícios Anteriores;230 - Recursos Próprios;302 - Assistência Hospitalar e Ambulatorial;0002 - Gestão Administrativa;2978 - Apoio à operacionalização da Saúde do Policia;0;0;478.020,12;150.863,54;628.883,66
51 - Secretaria de Estado de Polícia Militar      ;33909300 - Indenizações e Restituições;230 - Recursos Próprios;302 - Assistência Hospitalar e Ambulatorial;0002 - Gestão Administrativa;2978 - Apoio à operacionalização da Saúde do Policia;0;0;18.462,93;889,06;19.351,99
14 - Secretaria de Estado da Casa Civil           ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;782 - Transporte Rodoviário;0479 - Segurança no Trânsito;4667 - Educação e Segurança no Trânsito;0;0;8.800,00;0;8.800,00
14 - Secretaria de Estado da Casa Civil           ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;0467 - Despesas Obrigatórias de caráter Primário;768.359,20;0;0;432.981,36;1.201.340,56
14 - Secretaria de Estado da Casa Civil           ;33904700 - Obrigações Tributárias e Contributivas;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;0467 - Despesas Obrigatórias de caráter Primário;1.882.302,08;1.343.940,59;953.053,00;0;4.179.295,67
14 - Secretaria de Estado da Casa Civil           ;33909100 - Sentenças Judiciais;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;0467 - Despesas Obrigatórias de caráter Primário;77.064,34;205.754,75;348.984,23;125.470,17;757.273,49
14 - Secretaria de Estado da Casa Civil           ;33903000 - Material de Consumo;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2010 - Prest Serv entre Órg Est/ Aquis Comb e Lubrif;321.888,30;321.888,30;321.888,30;0;965.664,90
14 - Secretaria de Estado da Casa Civil           ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2010 - Prest Serv entre Órg Est/ Aquis Comb e Lubrif;116.661,60;116.661,60;137.661,60;7.000,00;377.984,80
16 - Secretaria de Estado de Defesa Civil e Corpo ;33903000 - Material de Consumo;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2010 - Prest Serv entre Órg Est/ Aquis Comb e Lubrif;500.000,00;1.000.000,00;2.820.744,32;80.000,00;4.400.744,32
14 - Secretaria de Estado da Casa Civil           ;33901400 - Diárias - Civil;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;29.800,00;15.700,00;33.800,00;12.000,00;91.300,00
14 - Secretaria de Estado da Casa Civil           ;33903300 - Passagens e Despesas com Locomoção;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;4.433,10;8.408,76;8.408,76;0;21.250,62
14 - Secretaria de Estado da Casa Civil           ;33903600 - Outros Serviços de Terceiros - Pessoa Física;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;39.454,62;39.154,62;38.954,62;2.552,91;120.116,77
14 - Secretaria de Estado da Casa Civil           ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;10.728.311,71;10.289.623,45;10.142.844,15;19.800,00;31.180.579,31
14 - Secretaria de Estado da Casa Civil           ;33904000 - Serviços de Tecnologia da Informação e Comuni;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;17.968,00;0;0;0;17.968,00
14 - Secretaria de Estado da Casa Civil           ;44904000 - Serviços de Tecnologia da Informação e Comuni;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;3.858,82;2.568,99;0;0;6.427,81
16 - Secretaria de Estado de Defesa Civil e Corpo ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2300 - Fornecimento de Alimentação ao Bombeiro Milit;3.049.826,00;5.800.000,00;3.000.000,00;0;11.849.826,00
14 - Secretaria de Estado da Casa Civil           ;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;13.748.522,46;13.406.268,86;13.385.985,78;0;40.540.777,10
14 - Secretaria de Estado da Casa Civil           ;31901300 - Obrigações Patronais;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;337.076,98;319.087,32;319.329,10;417.515,72;1.393.009,12
14 - Secretaria de Estado da Casa Civil           ;31901600 - Outras Despesas Variáveis - Pessoal Civil;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;1.747.248,67;2.909.036,17;20.693.423,69;0;25.349.708,53
14 - Secretaria de Estado da Casa Civil           ;31909100 - Sentenças Judiciais;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;4.532,32;4.532,32;4.532,32;0;13.596,96
14 - Secretaria de Estado da Casa Civil           ;31909200 - Despesas de Exercícios Anteriores;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;7.413.064,55;246.858,53;92.361,38;0;7.752.284,46
14 - Secretaria de Estado da Casa Civil           ;31911300 - Obrigações Patronais;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;3.986.576,27;2.962.909,07;2.958.485,66;0;9.907.971,00
14 - Secretaria de Estado da Casa Civil           ;31919600 - Ressarcimento de Despesas de Pessoal Requisit;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;30.139,92;134.830,30;142.842,79;141.644,98;449.457,99
14 - Secretaria de Estado da Casa Civil           ;33904600 - Auxílio Alimentação;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;2.027.091,06;2.459.133,35;2.454.293,68;0;6.940.518,09
14 - Secretaria de Estado da Casa Civil           ;33904900 - Auxílio Transporte;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;803.894,56;938.110,19;962.307,90;0;2.704.312,65
16 - Secretaria de Estado de Defesa Civil e Corpo ;31901700 - Outras Despesas Variáveis - Pessoal Militar;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;4.666.275,64;4.914.093,87;4.487.412,19;0;14.067.781,70
16 - Secretaria de Estado de Defesa Civil e Corpo ;33901900 - Auxílio-Fardamento;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;2.779,65;7.004,72;389.504,49;0;399.288,86
16 - Secretaria de Estado de Defesa Civil e Corpo ;33904600 - Auxílio Alimentação;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;58.630,71;64.536,65;62.177,16;0;185.344,52
14 - Secretaria de Estado da Casa Civil           ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0002 - Gestão Administrativa;8021 - Pagamento de Despesas com Serviços de Utilida;1.178.584,28;1.181.284,28;1.183.084,28;968.200,00;4.511.152,84
14 - Secretaria de Estado da Casa Civil           ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;232 - Taxas pelo Exercício do Poder de Polícia e po;122 - Administração Geral;0471 - Gestão das Unidades de Atendimento ao Cidadão;4666 - Desenvolvimento de Engenharia e Reestruturaçã;267.691,87;260.264,97;332.128,41;0;860.085,25
14 - Secretaria de Estado da Casa Civil           ;33901400 - Diárias - Civil;232 - Taxas pelo Exercício do Poder de Polícia e po;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;4111 - Atendimento do Serviço de Registro de Veículo;5.650,00;33.000,00;14.807,00;0;53.457,00
14 - Secretaria de Estado da Casa Civil           ;33903600 - Outros Serviços de Terceiros - Pessoa Física;232 - Taxas pelo Exercício do Poder de Polícia e po;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;4111 - Atendimento do Serviço de Registro de Veículo;106.955,71;106.955,73;107.655,73;0;321.567,17
14 - Secretaria de Estado da Casa Civil           ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;232 - Taxas pelo Exercício do Poder de Polícia e po;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;4111 - Atendimento do Serviço de Registro de Veículo;498.410,47;498.410,57;7.504.138,10;0;8.500.959,14
14 - Secretaria de Estado da Casa Civil           ;33909200 - Despesas de Exercícios Anteriores;232 - Taxas pelo Exercício do Poder de Polícia e po;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;4111 - Atendimento do Serviço de Registro de Veículo;2.172.970,27;0;0;0;2.172.970,27
14 - Secretaria de Estado da Casa Civil           ;33913900 - Outros Serviços de Terceiros - Pessoa Jurídic;232 - Taxas pelo Exercício do Poder de Polícia e po;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;4111 - Atendimento do Serviço de Registro de Veículo;3.625,23;14.565.473,13;9.490.912,04;0;24.060.010,40
14 - Secretaria de Estado da Casa Civil           ;33901400 - Diárias - Civil;232 - Taxas pelo Exercício do Poder de Polícia e po;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;4120 - Atendimento do Serviço de Habilitação de Moto;9.500,00;11.820,00;8.500,00;9.180,00;39.000,00
14 - Secretaria de Estado da Casa Civil           ;33903400 - Outras Despesas de Pessoal Decorrentes de Con;232 - Taxas pelo Exercício do Poder de Polícia e po;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;4120 - Atendimento do Serviço de Habilitação de Moto;2.491.243,49;2.572.955,54;2.751.874,40;2.751.874,40;10.567.947,83
14 - Secretaria de Estado da Casa Civil           ;33903600 - Outros Serviços de Terceiros - Pessoa Física;232 - Taxas pelo Exercício do Poder de Polícia e po;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;4120 - Atendimento do Serviço de Habilitação de Moto;27.644,51;25.922,43;19.844,51;0;73.411,45
14 - Secretaria de Estado da Casa Civil           ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;232 - Taxas pelo Exercício do Poder de Polícia e po;125 - Normatização e Fiscalização;0479 - Segurança no Trânsito;4120 - Atendimento do Serviço de Habilitação de Moto;1.638.317,14;1.737.326,68;1.739.752,91;0;5.115.396,73
14 - Secretaria de Estado da Casa Civil           ;33904000 - Serviços de Tecnologia da Informação e Comuni;232 - Taxas pelo Exercício do Poder de Polícia e po;126 - Tecnologia da Informação;0435 - Modernização Tecnológica;4668 - Desenvolvimento Tecnológico da Informação e C;235.874,86;6.076.238,12;0;2.700.329,49;9.012.442,47
